version,training_time,median error,90th percentile,mean error,corr
11,29.476799964904785,1.0808067222561628,1.4436878195524634,1.1684698382939436,0.9793895966148828
12,32.94420027732849,1.116473446274468,1.1833808012404345,1.1185929877150524,0.9985768682333734
13,32.5609495639801,1.112389150896955,1.3859130890707638,1.1495274607155488,0.9965599334597596
14,34.411722898483276,1.0952839429842616,1.268751055250682,1.1161703412444923,0.9949616947628015
15,36.455848932266235,1.0446877325806276,1.2807986682516597,1.0839857455278203,0.9964049228135584
16,30.888511180877686,1.1323600377750647,1.2332172687527543,1.1280352572668633,0.9909277719210892
17,34.19147086143494,1.0454444116635693,1.158692575809434,1.0721473545742628,0.9976629079319838
